['118', '116', '109.599']
['118', '117', '132.959']
['118', '119', '147.371']
['118', '120', '11.565']
['118', '121', '181.243']
['118', '122', '10.868']
['118', '123', '21.903']
['118', '125', '163.17']
['118', '126', '81.877']
['118', '127', '2.003']
['118', '128', '3.404']
['118', '200', '0.057']
['118', '201', '0.19']
['119', '100', '93.741']
['119', '101', '1.208']
['119', '102', '2.562']
['119', '103', '0.391']
['119', '104', '0.165']
['119', '105', '62.998']
['119', '106', '2.06']
['119', '107', '211.134']
['119', '108', '433.038']
['119', '109', '338.892']
['119', '110', '1.238']
['119', '111', '1.074']
['119', '112', '0.335']
['119', '113', '3.25']
['119', '114', '158.522']
['119', '115', '429.754']
['119', '116', '3.473']
['119', '117', '26.423']
['119', '118', '147.371']
['119', '120', '205.537']
['119', '121', '113.395']
['119', '122', '7.142']
['119', '123', '82.325']
['119', '125', '402.251']
['119', '126', '183.903']
['119', '127', '69.371']
['119', '128', '5.348']
['119', '200', '0.07']
['119', '201', '0.264']
['119', '777', '0.077']
['120', '100', '0.965']
['120', '101', '0.482']
['120', '102', '0.688']
['120', '103', '0.377']
['120', '104', '0.407']
['120', '105', '0.465']
['120', '106', '0.668']
['120', '107', '13.65']
['120', '108', '117.317']
['120', '109', '110.326']
['120', '110', '0.518']
['120', '111', '0.909']
['120', '112', '0.649']
['120', '113', '2.107']
['120', '114', '3.418']
['120', '115', '10.849']
['120', '116', '65.602']
['120', '117', '89.655']
['120', '118', '11.565']
['120', '119', '205.537']
['120', '121', '72.776']
['120', '122', '77.104']
['120', '123', '95.343']
['120', '125', '301.379']
['120', '126', '252.062']
['120', '127', '66.511']
['120', '128', '12.598']
['120', '200', '0.001']
['120', '201', '0.002']
['121', '100', '54.415']
['121', '101', '4.684']
['121', '102', '34.35']
['121', '103', '0.257']
['121', '104', '0.972']
['121', '105', '0.908']
['121', '106', '1.139']
['121', '107', '61.637']
['121', '108', '136.144']
['121', '109', '212.907']
['121', '110', '85.337']
['121', '111', '7.078']
['121', '112', '1.165']
['121', '113', '221.918']
['121', '114', '153.698']
['121', '115', '16.335']
['121', '116', '285.047']
['121', '117', '394.345']
['121', '118', '181.243']
['121', '119', '113.395']
['121', '120', '72.776']
['121', '122', '105.12']
['121', '123', '194.599']
['121', '125', '46.06']
['121', '126', '203.439']
['121', '127', '95.549']
['121', '128', '2.837']
['121', '200', '0.063']
['121', '201', '0.55']
['121', '777', '0.001']
['122', '100', '0.84']
['122', '101', '0.372']
['122', '102', '0.509']
['122', '103', '0.225']
['122', '104', '0.398']
['122', '105', '0.574']
['122', '106', '0.546']
['122', '107', '1.613']
['122', '108', '36.608']
['122', '109', '74.415']
['122', '110', '1.42']
['122', '111', '0.877']
['122', '112', '0.71']
['122', '113', '5.149']
['122', '114', '11.679']
['122', '115', '2.241']
['122', '116', '24.654']
['122', '117', '298.036']
['122', '118', '10.868']
['122', '119', '7.142']
['122', '120', '77.104']
['122', '121', '105.12']
['122', '123', '517.458']
['122', '125', '16.637']
['122', '126', '197.058']
['122', '127', '421.338']
['122', '128', '0.73']
['122', '200', '0.003']
['122', '201', '0.007']
['122', '777', '0.098']
['123', '100', '1.235']
['123', '101', '0.534']
['123', '102', '0.701']
['123', '103', '0.218']
['123', '104', '0.427']
['123', '105', '1.129']
['123', '106', '1.551']
['123', '107', '1.443']
['123', '108', '57.929']
['123', '109', '81.767']
['123', '110', '1.249']
['123', '111', '2.144']
['123', '112', '0.638']
['123', '113', '18.694']
['123', '114', '20.549']
['123', '115', '1.146']
['123', '116', '37.143']
['123', '117', '327.675']
['123', '118', '21.903']
['123', '119', '82.325']
['123', '120', '95.343']
['123', '121', '194.599']
['123', '122', '517.458']
['123', '125', '71.215']
['123', '126', '227.06']
['123', '127', '351.235']
['123', '128', '2.381']
['123', '200', '0.001']
['123', '201', '0.001']
['123', '777', '0.095']
['125', '100', '52.383']
['125', '101', '2.035']
['125', '102', '1.088']
['125', '103', '0.458']
['125', '104', '0.479']
['125', '105', '63.712']
['125', '106', '3.216']
['125', '107', '145.155']
['125', '108', '425.257']
['125', '109', '237.894']
['125', '110', '0.906']
['125', '111', '1.389']
['125', '112', '1.135']
['125', '113', '2.966']
['125', '114', '114.081']
['125', '115', '291.125']
['125', '116', '4.253']
['125', '117', '71.473']
['125', '118', '163.17']
['125', '119', '402.251']
['125', '120', '301.379']
['125', '121', '46.06']
['125', '122', '16.637']
['125', '123', '71.215']
['125', '126', '242.063']
['125', '127', '82.048']
['125', '128', '8.888']
['125', '200', '0.021']
['125', '201', '0.087']
['126', '100', '8.143']
['126', '101', '1.44']
['126', '102', '3.758']
['126', '103', '0.434']
['126', '104', '0.521']
['126', '105', '63.276']
['126', '106', '5.353']
['126', '107', '60.182']
['126', '108', '390.66']
['126', '109', '219.512']
['126', '110', '31.56']
['126', '111', '2.76']
['126', '112', '0.644']
['126', '113', '44.695']
['126', '114', '139.289']
['126', '115', '55.379']
['126', '116', '107.444']
['126', '117', '341.415']
['126', '118', '81.877']
['126', '119', '183.903']
['126', '120', '252.062']
['126', '121', '203.439']
['126', '122', '197.058']
['126', '123', '227.06']
['126', '125', '242.063']
['126', '127', '88.44']
['126', '128', '1.658']
['126', '200', '0.001']
['126', '201', '0.001']
['126', '777', '0.085']
['126', '999', '0.209']
['127', '100', '1.196']
['127', '101', '0.676']
['127', '102', '0.41']
['127', '103', '0.257']
['127', '104', '0.38']
['127', '105', '0.656']
['127', '106', '0.624']
['127', '107', '0.759']
['127', '108', '10.951']
['127', '109', '67.806']
['127', '110', '0.54']
['127', '111', '0.642']
['127', '112', '0.422']
['127', '113', '2.428']
['127', '114', '7.357']
['127', '115', '0.473']
['127', '116', '77.861']
['127', '117', '134.711']
['127', '118', '2.003']
['127', '119', '69.371']
['127', '120', '66.511']
['127', '121', '95.549']
['127', '122', '421.338']
['127', '123', '351.235']
['127', '125', '82.048']
['127', '126', '88.44']
['127', '128', '1.492']
['127', '200', '0.001']
['127', '201', '0.001']
['127', '777', '0.051']
['128', '100', '0.782']
['128', '101', '0.682']
['128', '102', '0.636']
['128', '103', '0.281']
['128', '104', '0.254']
['128', '105', '0.508']
['128', '106', '0.855']
['128', '107', '3.536']
['128', '108', '1.832']
['128', '109', '3.547']
['128', '110', '0.71']
['128', '111', '0.644']
['128', '112', '0.601']
['128', '113', '0.504']
['128', '114', '1.938']
['128', '115', '1.311']
['128', '116', '0.519']
['128', '117', '0.809']
['128', '118', '3.404']
['128', '119', '5.348']
['128', '120', '12.598']
['128', '121', '2.837']
['128', '122', '0.73']
['128', '123', '2.381']
['128', '125', '8.888']
['128', '126', '1.658']
['128', '127', '1.492']
['128', '777', '0.009']
['128', '999', '0.017']
['200', '100', '0.444']
['200', '101', '0.502']
['200', '102', '0.028']
['200', '103', '0.014']
['200', '104', '0.007']
['200', '105', '0.02']
['200', '106', '0.485']
['200', '107', '0.123']
['200', '108', '0.065']
['200', '109', '0.024']
['200', '110', '0.113']
['200', '111', '0.011']
['200', '112', '0.008']
['200', '113', '0.015']
['200', '114', '0.058']
['200', '115', '0.237']
['200', '116', '0.001']
['200', '117', '0.023']
['200', '118', '0.057']
['200', '119', '0.07']
['200', '120', '0.001']
['200', '121', '0.063']
['200', '122', '0.003']
['200', '123', '0.001']
['200', '125', '0.021']
['200', '126', '0.001']
['200', '127', '0.001']
['200', '201', '0.285']
['201', '100', '0.162']
['201', '101', '0.175']
['201', '102', '0.005']
['201', '105', '0.001']
['201', '106', '0.22']
['201', '107', '0.54']
['201', '108', '0.23']
['201', '109', '0.083']
['201', '110', '0.195']
['201', '111', '0.014']
['201', '112', '0.001']
['201', '113', '0.007']
['201', '114', '0.138']
['201', '115', '0.799']
['201', '116', '0.001']
['201', '117', '0.018']
['201', '118', '0.19']
['201', '119', '0.264']
['201', '120', '0.002']
['201', '121', '0.55']
['201', '122', '0.007']
['201', '123', '0.001']
['201', '125', '0.087']
['201', '126', '0.001']
['201', '127', '0.001']
['201', '200', '0.285']
['777', '101', '0.391']
['777', '102', '0.332']
['777', '103', '0.513']
['777', '104', '0.007']
['777', '105', '0.781']
['777', '106', '0.206']
['777', '108', '0.098']
['777', '110', '0.014']
['777', '115', '0.001']
['777', '117', '0.098']
['777', '119', '0.077']
['777', '121', '0.001']
['777', '122', '0.098']
['777', '123', '0.095']
['777', '126', '0.085']
['777', '127', '0.051']
['777', '128', '0.009']
['777', '999', '0.078']
['999', '126', '0.209']
['999', '128', '0.017']
['999', '777', '0.078']
